step,train_r2_step,epoch,valid_loss,valid_r2,train_loss,train_r2_epoch,test_loss,test_r2
3684,,54,0.6208275556564331,0.4108044505119324,,,,
3684,,54,,,0.42308902740478516,0.554162323474884,,
3699,0.6389634609222412,55,,,,,,
3749,0.5711681842803955,55,,,,,,
3751,,55,0.6257652640342712,0.4061182141304016,,,,
3751,,55,,,0.42755126953125,0.5460558533668518,,
3799,0.5461301803588867,56,,,,,,
3818,,56,0.6246504783630371,0.4071761965751648,,,,
3818,,56,,,0.42514410614967346,0.5502983927726746,,
3849,0.42420506477355957,57,,,,,,
3885,,57,0.6228266954421997,0.40890711545944214,,,,
3885,,57,,,0.4280686676502228,0.5533263683319092,,
3899,0.4594561457633972,58,,,,,,
3949,0.4960402846336365,58,,,,,,
3952,,58,0.6221287846565247,0.4095693826675415,,,,
3952,,58,,,0.42316097021102905,0.5520166754722595,,
3999,0.5820099115371704,59,,,,,,
4019,,59,0.6255271434783936,0.4063442349433899,,,,
4019,,59,,,0.4261401295661926,0.5500726103782654,,
4049,0.48317402601242065,60,,,,,,
4086,,60,0.6211304664611816,0.4105168581008911,,,,
4086,,60,,,0.42268407344818115,0.5459485650062561,,
4099,0.6474884748458862,61,,,,,,
4149,0.5427759289741516,61,,,,,,
4153,,61,0.6230069994926453,0.4087359309196472,,,,
4153,,61,,,0.42374205589294434,0.5538670420646667,,
4199,0.6586219072341919,62,,,,,,
4220,,62,0.6270400285720825,0.4049084186553955,,,,
4220,,62,,,0.41921713948249817,0.5555237531661987,,
4249,0.4499073028564453,63,,,,,,
4287,,63,0.6230802536010742,0.4086664915084839,,,,
4287,,63,,,0.42222997546195984,0.5506298542022705,,
4299,0.5212240219116211,64,,,,,,
4349,0.5484079718589783,64,,,,,,
4354,,64,0.6236081123352051,0.4081653952598572,,,,
4354,,64,,,0.42235714197158813,0.5571403503417969,,
4399,0.37759602069854736,65,,,,,,
4421,,65,0.6228330731391907,0.40890103578567505,,,,
4421,,65,,,0.42297354340553284,0.5517013072967529,,
4449,0.5051552653312683,66,,,,,,
4488,,66,0.622666597366333,0.40905898809432983,,,,
4488,,66,,,0.42189934849739075,0.5490188598632812,,
4499,0.5576936602592468,67,,,,,,
4549,0.31023216247558594,67,,,,,,
4555,,67,0.620932936668396,0.4107043743133545,,,,
4555,,67,,,0.4231664538383484,0.5576872825622559,,
4599,0.5738846063613892,68,,,,,,
4622,,68,0.6241711974143982,0.4076310992240906,,,,
4622,,68,,,0.4214695394039154,0.5542011260986328,,
4649,0.4717702865600586,69,,,,,,
4689,,69,0.6205492615699768,0.4110683798789978,,,,
4689,,69,,,0.4236091077327728,0.5560665130615234,,
4699,0.5986063480377197,70,,,,,,
4749,0.4690256118774414,70,,,,,,
4756,,70,0.620762288570404,0.41086626052856445,,,,
4756,,70,,,0.4224429428577423,0.5575334429740906,,
4799,0.438191294670105,71,,,,,,
4823,,71,0.6184046268463135,0.4131038784980774,,,,
4823,,71,,,0.4177912771701813,0.557490348815918,,
4849,0.47856056690216064,72,,,,,,
4890,,72,0.6208217740058899,0.41080987453460693,,,,
4890,,72,,,0.4189268946647644,0.5584957003593445,,
4899,0.6572502851486206,73,,,,,,
4949,0.48742735385894775,73,,,,,,
4957,,73,0.621383547782898,0.4102766513824463,,,,
4957,,73,,,0.42218607664108276,0.5578542947769165,,
4999,0.599663496017456,74,,,,,,
5024,,74,0.6244444251060486,0.4073718190193176,,,,
5024,,74,,,0.4199083745479584,0.5584260821342468,,
5049,0.5955517292022705,75,,,,,,
5091,,75,0.6278210282325745,0.4041672348976135,,,,
5091,,75,,,0.42098772525787354,0.5583749413490295,,
5099,0.4273427128791809,76,,,,,,
5149,0.5891577005386353,76,,,,,,
5158,,76,0.6245158910751343,0.40730398893356323,,,,
5158,,76,,,0.4212590754032135,0.551940381526947,,
5199,0.6051688194274902,77,,,,,,
5225,,77,0.6214449405670166,0.41021841764450073,,,,
5225,,77,,,0.42422181367874146,0.5524523258209229,,
5249,0.6752657890319824,78,,,,,,
5292,,78,0.6207813620567322,0.4108482003211975,,,,
5292,,78,,,0.41969189047813416,0.5536078810691833,,
5299,0.6477342247962952,79,,,,,,
5349,0.41253119707107544,79,,,,,,
5359,,79,0.6219475269317627,0.4097414016723633,,,,
5359,,79,,,0.42187243700027466,0.5518665909767151,,
5399,0.7626264095306396,80,,,,,,
5426,,80,0.6255447268486023,0.4063275456428528,,,,
5426,,80,,,0.42224761843681335,0.555213987827301,,
5449,-0.04437077045440674,81,,,,,,
5493,,81,0.6230286955833435,0.40871530771255493,,,,
5493,,81,,,0.42466071248054504,0.5529705882072449,,
5499,0.5765612125396729,82,,,,,,
5549,0.49512428045272827,82,,,,,,
5560,,82,0.6275898218154907,0.40438663959503174,,,,
5560,,82,,,0.4193790555000305,0.558499276638031,,
5599,0.48472481966018677,83,,,,,,
5627,,83,0.6233895421028137,0.40837299823760986,,,,
5627,,83,,,0.4250098168849945,0.5510084629058838,,
5649,0.5136963129043579,84,,,,,,
5694,,84,0.6225016713142395,0.4092155694961548,,,,
5694,,84,,,0.4207121729850769,0.5586920976638794,,
5699,0.5567971467971802,85,,,,,,
5749,0.6166354417800903,85,,,,,,
5761,,85,0.6298672556877136,0.4022252559661865,,,,
5761,,85,,,0.4201400578022003,0.5571721792221069,,
5799,0.6028974056243896,86,,,,,,
5828,,86,0.6206021904945374,0.4110182523727417,,,,
5828,,86,,,0.42060011625289917,0.5593265891075134,,
5849,0.4007112383842468,87,,,,,,
5895,,87,0.62120121717453,0.410449743270874,,,,
5895,,87,,,0.4200495183467865,0.5568022727966309,,
5899,0.6079819202423096,88,,,,,,
5949,0.6013942956924438,88,,,,,,
5962,,88,0.6240298748016357,0.4077652096748352,,,,
5962,,88,,,0.42077356576919556,0.5566983819007874,,
5999,0.7303612232208252,89,,,,,,
6029,,89,0.6227771639823914,0.40895408391952515,,,,
6029,,89,,,0.42251643538475037,0.5559952259063721,,
6049,0.6434197425842285,90,,,,,,
6096,,90,0.6224138736724854,0.409298837184906,,,,
6096,,90,,,0.4174642264842987,0.5571097731590271,,
6099,0.5834224224090576,91,,,,,,
6149,0.6560527682304382,91,,,,,,
6163,,91,0.6270442008972168,0.40490448474884033,,,,
6163,,91,,,0.4177006483078003,0.5604184865951538,,
6199,0.6020276546478271,92,,,,,,
6230,,92,0.6248957514762878,0.40694350004196167,,,,
6230,,92,,,0.4187428951263428,0.5576724410057068,,
6249,0.43576955795288086,93,,,,,,
6297,,93,0.6251512765884399,0.4067009687423706,,,,
6297,,93,,,0.4186209440231323,0.555271327495575,,
6299,0.7272594571113586,94,,,,,,
6349,0.6928262114524841,94,,,,,,
6364,,94,0.6198096871376038,0.41177040338516235,,,,
6364,,94,,,0.41886913776397705,0.5572543740272522,,
6399,0.6594797372817993,95,,,,,,
6431,,95,0.6233068704605103,0.4084514379501343,,,,
6431,,95,,,0.419878214597702,0.5596410632133484,,
6449,0.7241801023483276,96,,,,,,
6498,,96,0.618532657623291,0.41298240423202515,,,,
6498,,96,,,0.41562697291374207,0.5583874583244324,,
6499,0.5803187489509583,97,,,,,,
6549,0.548529863357544,97,,,,,,
6565,,97,0.6233668327331543,0.408394455909729,,,,
6565,,97,,,0.42056119441986084,0.5573055148124695,,
6599,0.4313141107559204,98,,,,,,
6632,,98,0.624373197555542,0.4074394106864929,,,,
6632,,98,,,0.415280818939209,0.5588428378105164,,
6649,0.2853866219520569,99,,,,,,
6699,0.5810109376907349,99,,,,,,
6699,,99,0.6184753775596619,0.4130367636680603,,,,
6699,,99,,,0.4165017306804657,0.5600928664207458,,
6749,0.36096322536468506,100,,,,,,
6766,,100,0.6285926103591919,0.4034349322319031,,,,
6766,,100,,,0.42162761092185974,0.5505228638648987,,
6799,0.4307817816734314,101,,,,,,
6833,,101,0.621790885925293,0.4098901152610779,,,,
6833,,101,,,0.41437339782714844,0.5615583658218384,,
6849,0.5484576225280762,102,,,,,,
6899,0.4925444722175598,102,,,,,,
6900,,102,0.6243879795074463,0.4074254035949707,,,,
6900,,102,,,0.42128226161003113,0.5577698945999146,,
6949,0.6574074029922485,103,,,,,,
6967,,103,0.6195968389511108,0.41197240352630615,,,,
6967,,103,,,0.41820916533470154,0.5577242970466614,,
6999,0.44709599018096924,104,,,,,,
7034,,104,0.6238899230957031,0.4078980088233948,,,,
7034,,104,,,0.41710981726646423,0.5587848424911499,,
7049,0.6311575174331665,105,,,,,,
7099,0.5855899453163147,105,,,,,,
7101,,105,0.6196258664131165,0.41194480657577515,,,,
7101,,105,,,0.4155902564525604,0.5571768283843994,,
7149,0.38789981603622437,106,,,,,,
7168,,106,0.6222401261329651,0.40946370363235474,,,,
7168,,106,,,0.4182799756526947,0.5582451820373535,,
7199,0.6130701303482056,107,,,,,,
7235,,107,0.6180598139762878,0.4134311079978943,,,,
7235,,107,,,0.4156107008457184,0.5584084391593933,,
7249,0.6785364747047424,108,,,,,,
7299,0.5784664154052734,108,,,,,,
7302,,108,0.6243754625320435,0.40743720531463623,,,,
7302,,108,,,0.42251110076904297,0.5546290278434753,,
7349,0.5388319492340088,109,,,,,,
7369,,109,0.6239110827445984,0.40787792205810547,,,,
7369,,109,,,0.41338056325912476,0.5625610947608948,,
7399,0.5545231103897095,110,,,,,,
7436,,110,0.6210700273513794,0.4105742573738098,,,,
7436,,110,,,0.4202406704425812,0.5536174178123474,,
7449,0.6366374492645264,111,,,,,,
7499,0.5206077098846436,111,,,,,,
7503,,111,0.6256061792373657,0.40626925230026245,,,,
7503,,111,,,0.4258185625076294,0.5501711368560791,,
7549,0.6834611296653748,112,,,,,,
7570,,112,0.6250266432762146,0.4068191647529602,,,,
7570,,112,,,0.41384682059288025,0.5641188025474548,,
7599,0.3977837562561035,113,,,,,,
7637,,113,0.6222719550132751,0.4094335436820984,,,,
7637,,113,,,0.41320639848709106,0.5653913617134094,,
7649,0.6389818787574768,114,,,,,,
7699,0.6464952230453491,114,,,,,,
7704,,114,0.6190870404243469,0.412456214427948,,,,
7704,,114,,,0.41499388217926025,0.5626922249794006,,
7749,0.8260284662246704,115,,,,,,
7771,,115,0.6210544109344482,0.4105890989303589,,,,
7771,,115,,,0.4191533625125885,0.559001088142395,,
7799,0.5729936361312866,116,,,,,,
7838,,116,0.6258876323699951,0.4060020446777344,,,,
7838,,116,,,0.4187889099121094,0.560529351234436,,
7849,0.4326702952384949,117,,,,,,
7899,0.6391450762748718,117,,,,,,
7905,,117,0.6236352324485779,0.408139705657959,,,,
7905,,117,,,0.42014098167419434,0.5568413734436035,,
7949,0.45662105083465576,118,,,,,,
7972,,118,0.620944082736969,0.4106937646865845,,,,
7972,,118,,,0.41571804881095886,0.5638688802719116,,
7999,0.43673592805862427,119,,,,,,
8039,,119,0.6219572424888611,0.4097321629524231,,,,
8039,,119,,,0.41516727209091187,0.5637128949165344,,
8049,0.6108739376068115,120,,,,,,
8099,0.48411059379577637,120,,,,,,
8106,,120,0.626471221446991,0.40544819831848145,,,,
8106,,120,,,0.4170956015586853,0.5563430190086365,,
8149,0.5400142073631287,121,,,,,,
8173,,121,0.6209326982498169,0.4107046127319336,,,,
8173,,121,,,0.41750380396842957,0.5553901791572571,,
8199,0.3868935704231262,122,,,,,,
8240,,122,0.6226224899291992,0.4091009497642517,,,,
8240,,122,,,0.41937845945358276,0.5565637350082397,,
8249,0.5118958950042725,123,,,,,,
8299,0.6523850560188293,123,,,,,,
8307,,123,0.6222028732299805,0.4094991087913513,,,,
8307,,123,,,0.41698527336120605,0.5647423267364502,,
8349,0.38862091302871704,124,,,,,,
8374,,124,0.6195216178894043,0.4120436906814575,,,,
8374,,124,,,0.4132903218269348,0.5540918707847595,,
8399,0.6247450709342957,125,,,,,,
8441,,125,0.6219435930252075,0.4097452759742737,,,,
8441,,125,,,0.4129831790924072,0.5636282563209534,,
8449,0.6964472532272339,126,,,,,,
8499,0.5512911677360535,126,,,,,,
8508,,126,0.620753288269043,0.4108748435974121,,,,
8508,,126,,,0.41651010513305664,0.5608463287353516,,
8549,0.6115758419036865,127,,,,,,
8575,,127,0.6259767413139343,0.40591758489608765,,,,
8575,,127,,,0.41625815629959106,0.5601816773414612,,
8599,0.6178325414657593,128,,,,,,
8642,,128,0.6168263554573059,0.41460180282592773,,,,
8642,,128,,,0.4121020436286926,0.5657762885093689,,
8649,0.7016429901123047,129,,,,,,
8699,0.42754608392715454,129,,,,,,
8709,,129,0.6216527819633484,0.4100211262702942,,,,
8709,,129,,,0.4165118932723999,0.5636600255966187,,
8749,0.5573464035987854,130,,,,,,
8776,,130,0.6231151819229126,0.408633291721344,,,,
8776,,130,,,0.41819462180137634,0.559231698513031,,
8799,0.7116766571998596,131,,,,,,
8843,,131,0.6244783401489258,0.4073396325111389,,,,
8843,,131,,,0.41315823793411255,0.560400664806366,,
8849,0.5945549011230469,132,,,,,,
8899,0.6701372265815735,132,,,,,,
8910,,132,0.6204753518104553,0.411138653755188,,,,
8910,,132,,,0.4134995937347412,0.5600137710571289,,
8949,0.628779411315918,133,,,,,,
8977,,133,0.6228583455085754,0.40887701511383057,,,,
8977,,133,,,0.4166426360607147,0.5636381506919861,,
8999,0.6269266605377197,134,,,,,,
9044,,134,0.6209738850593567,0.41066545248031616,,,,
9044,,134,,,0.4121879041194916,0.5673807263374329,,
9049,0.49050092697143555,135,,,,,,
9099,0.6707325577735901,135,,,,,,
9111,,135,0.6214165687561035,0.4102453589439392,,,,
9111,,135,,,0.417804479598999,0.5611060261726379,,
9149,0.5610430240631104,136,,,,,,
9178,,136,0.6177511215209961,0.41372406482696533,,,,
9178,,136,,,0.4149346947669983,0.5624630451202393,,
9199,0.5927061438560486,137,,,,,,
9245,,137,0.6239286065101624,0.4078613519668579,,,,
9245,,137,,,0.4145994484424591,0.5604066848754883,,
9249,0.5301125049591064,138,,,,,,
9299,0.6193816661834717,138,,,,,,
9312,,138,0.6188874840736389,0.4126455783843994,,,,
9312,,138,,,0.4126887023448944,0.5612406730651855,,
9349,0.7346672415733337,139,,,,,,
9379,,139,0.6229290962219238,0.4088099002838135,,,,
9379,,139,,,0.40970706939697266,0.5625386834144592,,
9399,0.4652155041694641,140,,,,,,
9446,,140,0.6240783333778381,0.40771913528442383,,,,
9446,,140,,,0.41016674041748047,0.5659234523773193,,
9449,0.6291689276695251,141,,,,,,
9499,0.43115198612213135,141,,,,,,
9513,,141,0.6182207465171814,0.41327834129333496,,,,
9513,,141,,,0.40881723165512085,0.5669000148773193,,
9549,0.5624877214431763,142,,,,,,
9580,,142,0.6234595775604248,0.4083064794540405,,,,
9580,,142,,,0.4163798689842224,0.5629767775535583,,
9599,0.609724760055542,143,,,,,,
9647,,143,0.6233993172645569,0.40836358070373535,,,,
9647,,143,,,0.41310426592826843,0.5658259987831116,,
9649,0.4911224842071533,144,,,,,,
9699,0.5591521859169006,144,,,,,,
9714,,144,0.6224075555801392,0.4093049168586731,,,,
9714,,144,,,0.4156036078929901,0.5629672408103943,,
9749,0.6299387216567993,145,,,,,,
9781,,145,0.620373547077179,0.4112352132797241,,,,
9781,,145,,,0.4105943441390991,0.5621581673622131,,
9799,0.29253244400024414,146,,,,,,
9848,,146,0.6231591701507568,0.4085915684700012,,,,
9848,,146,,,0.4140094816684723,0.5639139413833618,,
9849,0.6742072105407715,147,,,,,,
9899,0.6458418369293213,147,,,,,,
9915,,147,0.6291055083274841,0.40294820070266724,,,,
9915,,147,,,0.41392770409584045,0.5598151087760925,,
9949,0.6092252731323242,148,,,,,,
9982,,148,0.6188921928405762,0.41264116764068604,,,,
9982,,148,,,0.4110693037509918,0.5625988245010376,,
9999,0.4833301901817322,149,,,,,,
10049,0.6239532828330994,149,,,,,,
10049,,149,0.6238880753517151,0.40789979696273804,,,,
10049,,149,,,0.4140470325946808,0.5653136968612671,,
10099,0.5547842979431152,150,,,,,,
10116,,150,0.6274584531784058,0.40451133251190186,,,,
10116,,150,,,0.4119057357311249,0.5632867217063904,,
10149,0.6638069152832031,151,,,,,,
10183,,151,0.6211507320404053,0.4104977250099182,,,,
10183,,151,,,0.41263121366500854,0.5689117908477783,,
10199,0.5505684614181519,152,,,,,,
10249,0.527239978313446,152,,,,,,
10250,,152,0.6218066215515137,0.40987515449523926,,,,
10250,,152,,,0.4144710898399353,0.5630608201026917,,
10299,0.5943846702575684,153,,,,,,
10317,,153,0.620384931564331,0.4112244248390198,,,,
10317,,153,,,0.41340455412864685,0.5613604187965393,,
10349,0.5508369207382202,154,,,,,,
10384,,154,0.623228132724762,0.40852612257003784,,,,
10384,,154,,,0.41236039996147156,0.5607457160949707,,
10399,0.3508564233779907,155,,,,,,
10449,0.5544061660766602,155,,,,,,
10451,,155,0.6218798160552979,0.4098057150840759,,,,
10451,,155,,,0.4124833047389984,0.566066324710846,,
10499,0.5148242712020874,156,,,,,,
10518,,156,0.6198387145996094,0.4117427468299866,,,,
10518,,156,,,0.4213666617870331,0.5585845112800598,,
10549,0.41108906269073486,157,,,,,,
10585,,157,0.622092604637146,0.4096037745475769,,,,
10585,,157,,,0.41266581416130066,0.566913366317749,,
10599,0.6638123989105225,158,,,,,,
10649,0.6003507971763611,158,,,,,,
10652,,158,0.6177582740783691,0.41371726989746094,,,,
10652,,158,,,0.41398048400878906,0.5591697096824646,,
10699,0.32449936866760254,159,,,,,,
10719,,159,0.6198243498802185,0.4117564558982849,,,,
10719,,159,,,0.41360965371131897,0.558256983757019,,
10749,0.5479079484939575,160,,,,,,
10786,,160,0.6205514073371887,0.4110664129257202,,,,
10786,,160,,,0.4135185778141022,0.5621746778488159,,
10799,0.6895399689674377,161,,,,,,
10849,0.5589438676834106,161,,,,,,
10853,,161,0.6241746544837952,0.40762782096862793,,,,
10853,,161,,,0.41053539514541626,0.5687348246574402,,
10899,0.5735975503921509,162,,,,,,
10920,,162,0.6187593936920166,0.41276711225509644,,,,
10920,,162,,,0.41166597604751587,0.5639574527740479,,
10949,0.48184818029403687,163,,,,,,
10987,,163,0.6227765679359436,0.4089546799659729,,,,
10987,,163,,,0.4075334668159485,0.5727644562721252,,
10999,0.7023515701293945,164,,,,,,
11049,0.5436468124389648,164,,,,,,
11054,,164,0.6194559931755066,0.4121060371398926,,,,
11054,,164,,,0.41007375717163086,0.564074695110321,,
11099,0.4279407858848572,165,,,,,,
11121,,165,0.6222518682479858,0.4094526171684265,,,,
11121,,165,,,0.41242435574531555,0.5709354877471924,,
11149,0.5409693717956543,166,,,,,,
11188,,166,0.6201940178871155,0.41140568256378174,,,,
11188,,166,,,0.4094151258468628,0.5636475086212158,,
11199,0.1677258014678955,167,,,,,,
11249,0.5796537399291992,167,,,,,,
11255,,167,0.6207233667373657,0.41090333461761475,,,,
11255,,167,,,0.41753003001213074,0.561459481716156,,
11299,0.591304361820221,168,,,,,,
11322,,168,0.6221616268157959,0.409538209438324,,,,
11322,,168,,,0.41223999857902527,0.5688860416412354,,
11349,0.5029628872871399,169,,,,,,
